facility_name,specialty,procedures,equipment,capability,is_suspicious,suspicion_reason,unique_id
Garden City Royal Hospital and Cancer Centre,internalMedicine,"['Offers 24/7 emergency services', 'Offers 24/7 online support', 'Provides oncology services', 'Offers dermatology services', 'Offers general practice services', 'Offers orthopaedic services', 'Offers maternity services', 'Offers paediatrics services', 'Offers ophthalmology services', 'Offers diabetes management services', 'Offers ear, nose and throat (ENT) services', 'Offers dietetics services']",[],"['Offers 24/7 emergency services', 'Provides oncology services', 'Has a dedicated diagnostic center with leading doctors']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,ac39c5ae-cbfd-47d9-83fb-2e8c573cb6e7
GARH- RIDGE,familyMedicine,[],[],"['Postal address: P. O. Box 473, Ridge, Accra, Ghana', 'Open status: Always open', 'Operating hours: 24/7', 'Vision: provide excellent clinical, teaching and research']",False,,57cefe15-ce34-440c-9843-e065a5224a1b
Gaslidd Ghana,pediatrics,[],[],[],False,,383494e9-186f-4f9f-8fbd-4b7d5d2ca2ec
Gastrointestinal Diseases and Endoscopy Centre,familyMedicine,"['prevention', 'diagnosis', 'treatment', 'gastroenterology', 'general medicine', 'online appointment scheduling']",['endoscopy machine'],"['specialized unit for digestive tract and liver conditions', 'oesophagus', 'stomach', 'small intestine', 'colon', 'pancreas', 'liver', 'gallbladder']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,6772252b-4559-43bf-92df-53c5bdf3748b
"Gb Dental Clinic (Kwashieman Bus Stop, Kwashieman, Ghana)",dentistry,"['dental services', 'pain relief', 'smile restoration']",[],['general dental clinic'],False,,3b1df61e-f78b-41b8-b22c-c35778245ef9
GCD Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,44567f37-d6b9-4078-b5e0-bd44a6f4d9c4
"Gemar Healthcare, Agona Nkwanta",internalMedicine,[],[],[],False,,85e3bbbd-c90a-4b88-802e-a5603e77559c
General Clinic,generalSurgery,[],[],"['General Clinic has 5 branches', 'Spintex and Nungua branches provide 24/7 support', 'General Clinic operates a 24-hour pharmacy service']",False,,74b4e4e5-bced-4420-b7db-fb9f90643b7d
Genesis Homeopathic Clinic,internalMedicine,"['Specializes in chronic diseases', 'Offers alternative and holistic health services']",[],"['Specializes in chronic diseases', 'Offers alternative and holistic health services']",False,,2e564dd0-5de7-44e9-8d4a-561cd6ef5371
Gengimed Dental Clinic,dentistry,"['Whitening', 'Scaling', 'Polishing', 'Extraction', 'Fillings', 'Crown', 'Implants', 'Braces', 'Replacements']",[],[],False,,6211dfaa-5ef7-486e-a72a-4dcc9bde35d8
Ghana Adventist Health Services,internalMedicine,[],[],['PRIMARY HOSPITAL'],False,,49c69049-136d-4202-8fa7-b4d42bba80f6
Ghana Canada Medical Care,internalMedicine,[],[],[],False,,7c98a087-2930-4149-9895-0b5391bf26f9
Ghana Canada Medical Centre,internalMedicine,"['Offers dialysis', 'Offers eye clinic services', 'Offers laboratory services', 'Offers obstetrics & gynecology services', 'Offers pharmacy services', 'Offers paediatrics services', 'Offers internal medicine services', 'Offers general consultation services']",[],"['Operates 24/7 including holidays', 'Provides 24/7 general care']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,f147391b-9bf4-4368-bd4e-30eb31107391
Ghana Cleft Foundation,pediatrics,"['cleft lip and palate treatment', 'advocacy', 'facilitates access to treatment', 'builds capacity in skills development']",[],"['cleft lip and palate clinic', 'advocacy', 'cleft clinic']",False,,f2b20537-b0c3-4077-85fb-d86beade54a9
Ghana consolidated diamond hospital-E/r Akwatia G.C.D,internalMedicine,"[""Includes an emergency department (Emergency Room) as indicated by 'E/r' in the hospital name Ghana consolidated diamond hospital-E/r Akwatia G.C.D""]",[],"[""Includes an emergency department (Emergency Room) as indicated by 'E/r' in the hospital name Ghana consolidated diamond hospital-E/r Akwatia G.C.D""]",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,4cdf0d88-20df-4ef9-8b22-eb27428942a4
Ghana Dental Care,dentistry,[],[],[],False,,fe349ef3-a8f3-4d4b-8a18-8e237d811476
Ghana Make A Difference,familyMedicine,[],[],[],False,,89e5bbaa-a97c-4ff9-a87d-46827e2994ec
Ghana Police Hospital,internalMedicine,"['Accident & Emergency', 'Administration', 'Anaesthesia', 'Biomedical Engineering', 'Dentistry', 'Directorate of Nursing and Midwifery', 'Ear Nose and Throat Unit', 'Eye Unit', 'Herbal Medicine', 'Internal Medicine', 'Laboratory', 'Nutrition and Dietetics', 'Outpatient (OPD)', 'Obstetrics and Gynaecology', 'Pathology', 'Pediatrics', 'Pharmacy', 'Physiotherapy', 'Public Health', 'Psychiatry', 'Radiology', 'Surgery']","['lab tools', 'imaging machines']","['ICU', 'NICU', 'Trauma']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,aeb9cc53-02bc-4f4f-93aa-045a857437ae
Ghana Police Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d46ecd9e-f1ac-4414-bbb3-6d3be90806d8
Ghana Police Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,1f24fda4-82cb-471b-a303-de473477fe33
Ghana Primewood Clinic,familyMedicine,[],[],[],False,,bccfc6f6-330c-435a-a4ab-1c6636d3cb3b
Ghana Rubber Estate Clinic,internalMedicine,['General'],[],[],False,,1294e16b-9aed-48a5-803f-d53928e7a40e
Ghana-Canada Medical Centre,familyMedicine,[],[],"['Location: East Legon, Accra, Ghana', 'Always open', 'Category: Hospital', 'Hosts Zoom meetings (invites to scheduled Zoom meetings)']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0bfed0e7-9c80-4469-8806-91b68591f212
Ghanuba Hospital,familyMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d8cc4a57-592a-4b17-abe6-96e863bb9eaf
"Ghapoha Hospital Takoradi, Ghana",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d2acd6fd-81f9-4ae0-b8db-b2564f3ff16a
Glado Clinic Dental Practice,dentistry,"['General Dentistry', 'Emergency Dentistry', 'Cosmetic Dentistry', 'Crowns', 'Teeth Cleaning', 'Veneers', 'Dentures', 'Bridges', 'Root Canals', 'Tooth Extractions', 'Invisalign']",[],"['Service area: Takoradi, Elmina, Cape Coast, Tarkwa and environs']",False,,93b8d0cb-7216-428e-8c74-57afdec7ed7d
Glado Clinic Ltd - Dental Practice,dentistry,"['General dentistry practice', 'Offers family dental care']",[],"['General dentistry practice', 'Offers family dental care']",False,,2edeb07f-f154-4247-a8f2-ae639ce927e0
Glee Diagnostic Centre,internalMedicine,['Provides medical imaging and laboratory services'],[],['Provides medical imaging and laboratory services'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,adc524a9-3067-4f58-a850-1c584d7df2ec
"GLITZ Medical Center — Tse Addo, Accra, Ghana",internalMedicine,[],[],['Opens 7:30am-5:30pm'],False,,80149121-ad62-474d-a831-7c55e1e972d4
Global Dialysis Centre,internalMedicine,['dialysis'],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d0f0edcc-2232-44e7-a9f7-9280f08cc1c3
"Global Evangelical Mission Hospital - Apromase, Ghana",generalSurgery,"['Offers general care, maternity, and surgical services.']",[],"['Offers general care, maternity, and surgical services.']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,53f2b56a-48bb-4e89-8542-83a0a0f2bf29
Global Medical Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,8074053c-2b3e-4900-b17b-e3ed96d26f05
Gloria Memorial Clinic,familyMedicine,[],[],[],False,,52713890-bbca-43f5-babf-c023c43b84bf
Gloria Memorial Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,3456c118-6157-4402-bb20-9d25a828a0f9
GloryLine Dental Services,dentistry,[],[],[],False,,fea3dfff-e11a-46d3-86de-2de86bba7077
God Cares Community Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,2841fd8a-88ea-4b96-bddb-5adea58bd396
God’s Glory Hospital ( Kronom ),internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,3f5c2a7a-79f6-4fff-9dbb-a07493110a77
Godly Favoured Eye Care Centre - Abeka Junction - Tesano,ophthalmology,"['eye examinations', 'lens and frame fitting']",[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,67e36564-385c-42b3-a25a-04de31e4d26d
Godly Favoured Eye Care Centre - Mecham House - Lapaz,ophthalmology,"['optometry services for children and adults', 'Free repairs and maintenance of lenses and frames (after sales support)']",[],"['Branches: Mecham House - Lapaz and Abeka Junction - Tesano', 'Offers optometry services for children and adults']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,fe34b670-76fd-4032-9cbd-8857ed0493f8
Gomoa Obuasi Clinic,familyMedicine,[],[],"['Operates as a hospital', 'Has 24/7 operating hours']",False,,3db3f850-aef3-4704-9977-b17564e5b00a
GPHA Clinic,internalMedicine,[],[],"['Has 24/7 operation with 7 days a week availability', 'Bed capacity: 52, expandable to 70 for mass casualty/trauma']",False,,f84bd962-d1f5-435c-b903-6528b9a909d4
Grace Homeopathic Clinic,familyMedicine,[],[],[],False,,fab23207-496f-4f51-88ea-764cd0ede10a
Grace-Care Laboratory Services and Supplies,familyMedicine,[],[],[],False,,a539f8c8-7fcd-4443-bbb3-5fc7cfd592cc
Greater Accra Regional Hospital,internalMedicine,"['emergency services', 'in-patient services']","['lab tools', 'imaging machines']","['24-hour emergency services', 'tertiary level care', 'practical attachment site for educational institutions']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,74b319db-9401-4e00-82cb-b98a1c893928
Green Hill Natural Health Centre,internalMedicine,['Offers treatment for natural health diseases'],[],['Offers treatment for natural health diseases'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,e4a2768d-0437-4419-858d-5aba3a383bc7
Greenshield Hospital Wiawso,internalMedicine,"['Emergency department provides emergency services', 'Offers 24/7 medical services', 'Maintains health insurance partnerships with insurers']",[],"['Licensed by HEFRA under the Ghana Ministry of Health to provide quality healthcare in the Western North Region', 'Operates Greenshield Hospitals in Sefwi Bekwai and Sefwi Wiawso']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,bc4a7817-db3c-4f5b-9391-f8c95885efd2
Greenville Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,521b3d80-2e82-4d34-a09e-0961dde06bd6
Gut Care Ghana,familyMedicine,"['digestive treatment', 'gut health services']",[],['webinars on gut health and plant-based nutrition'],False,,ade2f195-e44c-4453-8ef2-f21274be568e
Gutcare Specialist Clinic,internalMedicine,"['Colon Hydrotherapy', 'Therapeutic Massage', 'Medical Herbs']",[],['Naturopathic clinic'],False,,74691258-4b64-4d6b-bad4-e2dfba13a206
Gwollu Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,f9a48387-dc07-495e-a4a3-755b28436826
"Gwollu Hospital, Sissala West District, Gwo, Ghana",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,dc593172-f9db-420c-9c0f-abfc57a9d394
Gyanwah Memorial Maternity Home,gynecologyAndObstetrics,[],[],[],False,,cd232d46-bc88-4066-a1b4-1675c0c2e182
Gye Nyame Mobile Clinics,generalSurgery,[],[],[],False,,852255e0-6803-4edc-be18-08dcfccbd2e5
Habibi Herbal Hospital,internalMedicine,"['immune system regeneration', 'hepatitis', 'stroke', 'prostate cancer']",[],"['immune system regeneration', 'hepatitis', 'stroke', 'prostate cancer']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,76a6997b-b5f3-46de-8f18-d4ae69b8c049
Hahnemann Center for Homeopathy,familyMedicine,['homeopathy'],[],"['Operates as a homeopathic hospital', 'Specializes in homeopathy']",False,,c72c5bfa-4b5f-4e3f-9ae1-7ff0dd6a5bc7
Happy Hospital,internalMedicine,[],[],"['P.O. Box 167, Berekum, Ghana', 'Open 24/7']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0e062919-50a5-472a-9e8f-1bab61d81bbd
"Hashem Private Dental Clinic, Akosombo, Atimpoku",dentistry,[],[],[],False,,5fd49647-a90e-4cb2-8973-789d69e72032
"HASS West Africa Hearing Centre, Kaneshie opposite Cocoa Clinic, Accra, Ghana",familyMedicine,['Offers ENT services'],[],['Offers ENT services'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,fea8b3ca-c038-4986-aa58-761d0f1ef563
Heal Komfo Anokye,internalMedicine,[],[],[],False,,12485540-65f5-4c36-9f33-47eac73633fc
Health And Happiness Herbal Center,familyMedicine,[],[],[],False,,62aee487-d0aa-4de4-ac9a-164b9ebfdd74
Health Plus Clinic,familyMedicine,[],[],[],False,,69327ae7-7787-4a27-a396-f2277dfe24fc
Health Quest Medical Laboratory,internalMedicine,[],[],"['Uses cutting-edge technology', 'Delivers timely diagnostic results to support informed healthcare decisions', 'Closed now']",False,,9d05c91b-80c1-401d-945f-4102421e9456
HealthLink Hospital,internalMedicine,"['24/7 services', 'International standards for infection prevention and control', 'Centralised medical gas system (infrastructure)', 'Same-day surgery capability in gynecology, urology, orthopaedics and general surgery', 'Specialist departments including cardiology, surgery, urology, gynecology and obstetrics, endocrinology, neurology, neurosurgery, ENT and ophthalmology, interventional radiology, psychology, psychiatry, dietetics and physiotherapy', 'Medevac, hospitalisation and repatriation planning', 'Vaccination unit with cold-chain management', 'Dental care and pediatric services', 'Eye care with laser interventions', 'Pediatric and child health services including pediatric development programs', 'Laboratory and radiology support with same-day reporting']",['Centralised medical gas system (infrastructure)'],"['24/7 services', 'Same-day surgery capability in gynecology, urology, orthopaedics and general surgery', 'Medevac, hospitalisation and repatriation planning', 'Vaccination unit with cold-chain management', 'Dental care and pediatric services', 'Eye care with laser interventions', 'Pediatric and child health services including pediatric development programs', 'Laboratory and radiology support with same-day reporting']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,aa594923-3284-46f8-afa2-943a2c972ed6
